second,Volt,Volt
+6.19000E-03,+989.97804E-03,+932.89261E-03
+6.20000E-03,+990.00944E-03,+933.26950E-03
+6.21000E-03,+989.94663E-03,+933.33231E-03
+6.22000E-03,+989.97804E-03,+933.58357E-03
+6.23000E-03,+990.00944E-03,+933.70920E-03
+6.24000E-03,+990.00944E-03,+934.02327E-03
+6.25000E-03,+989.91522E-03,+934.21171E-03
+6.26000E-03,+989.97804E-03,+934.40015E-03
+6.27000E-03,+989.97804E-03,+934.68281E-03
+6.28000E-03,+989.88382E-03,+934.77704E-03
+6.29000E-03,+989.94663E-03,+935.02829E-03
+6.30000E-03,+989.91522E-03,+935.31095E-03
+6.31000E-03,+990.00944E-03,+935.49940E-03
+6.32000E-03,+989.94663E-03,+935.75065E-03
+6.33000E-03,+989.85241E-03,+935.87628E-03
+6.34000E-03,+990.00944E-03,+936.03332E-03
+6.35000E-03,+989.94663E-03,+936.28457E-03
+6.36000E-03,+990.04085E-03,+936.44161E-03
+6.37000E-03,+990.00944E-03,+936.63005E-03
+6.38000E-03,+990.00944E-03,+936.94412E-03
+6.39000E-03,+990.00944E-03,+937.03834E-03
+6.40000E-03,+990.04085E-03,+937.35241E-03
+6.41000E-03,+989.94663E-03,+937.47804E-03
+6.42000E-03,+990.00944E-03,+937.57226E-03
+6.43000E-03,+989.91522E-03,+937.79211E-03
+6.44000E-03,+989.91522E-03,+938.01196E-03
+6.45000E-03,+989.97804E-03,+938.16899E-03
+6.46000E-03,+989.97804E-03,+938.42025E-03
+6.47000E-03,+990.00944E-03,+938.60869E-03
+6.48000E-03,+990.00944E-03,+938.73432E-03
+6.49000E-03,+989.94663E-03,+938.95417E-03
+6.50000E-03,+989.94663E-03,+939.11121E-03
+6.51000E-03,+989.97804E-03,+939.20543E-03
+6.52000E-03,+989.97804E-03,+939.42528E-03
+6.53000E-03,+989.97804E-03,+939.61372E-03
+6.54000E-03,+990.04085E-03,+939.83357E-03
+6.55000E-03,+989.88382E-03,+940.02201E-03
+6.56000E-03,+990.00944E-03,+940.24186E-03
+6.57000E-03,+990.04085E-03,+940.43030E-03
+6.58000E-03,+989.97804E-03,+940.58734E-03
+6.59000E-03,+989.94663E-03,+940.74437E-03
+6.60000E-03,+989.94663E-03,+940.80719E-03
+6.61000E-03,+990.07226E-03,+941.08985E-03
+6.62000E-03,+989.94663E-03,+941.21548E-03
+6.63000E-03,+990.00944E-03,+941.37251E-03
+6.64000E-03,+990.04085E-03,+941.49814E-03
+6.65000E-03,+989.88382E-03,+941.71799E-03
+6.66000E-03,+990.00944E-03,+941.78080E-03
+6.67000E-03,+989.88382E-03,+942.00065E-03
+6.68000E-03,+989.94663E-03,+942.15769E-03
+6.69000E-03,+989.88382E-03,+942.28332E-03
+6.70000E-03,+990.07226E-03,+942.40894E-03
+6.71000E-03,+989.97804E-03,+942.69161E-03
+6.72000E-03,+990.00944E-03,+942.91146E-03
+6.73000E-03,+989.94663E-03,+943.03709E-03
+6.74000E-03,+990.00944E-03,+943.16271E-03
+6.75000E-03,+990.07226E-03,+943.19412E-03
+6.76000E-03,+989.97804E-03,+943.47678E-03
+6.77000E-03,+990.00944E-03,+943.57100E-03
+6.78000E-03,+990.04085E-03,+943.69663E-03
+6.79000E-03,+990.04085E-03,+943.94789E-03
+6.80000E-03,+990.00944E-03,+944.01070E-03
+6.81000E-03,+989.97804E-03,+944.23055E-03
+6.82000E-03,+989.97804E-03,+944.32477E-03
+6.83000E-03,+990.00944E-03,+944.60744E-03
+6.84000E-03,+990.00944E-03,+944.67025E-03
+6.85000E-03,+989.94663E-03,+944.82729E-03
+6.86000E-03,+990.07226E-03,+944.92151E-03
+6.87000E-03,+990.04085E-03,+945.17276E-03
+6.88000E-03,+989.94663E-03,+945.26698E-03
+6.89000E-03,+989.91522E-03,+945.42402E-03
+6.90000E-03,+989.88382E-03,+945.58106E-03
+6.91000E-03,+989.97804E-03,+945.73809E-03
+6.92000E-03,+989.94663E-03,+945.92653E-03
+6.93000E-03,+989.94663E-03,+945.92653E-03
+6.94000E-03,+989.97804E-03,+946.24060E-03
+6.95000E-03,+990.00944E-03,+946.20920E-03
+6.96000E-03,+989.97804E-03,+946.39764E-03
+6.97000E-03,+990.04085E-03,+946.64889E-03
+6.98000E-03,+990.00944E-03,+946.68030E-03
+6.99000E-03,+990.07226E-03,+946.83734E-03
+7.00000E-03,+989.94663E-03,+947.02578E-03
+7.01000E-03,+989.94663E-03,+947.05719E-03
+7.02000E-03,+990.07226E-03,+947.21422E-03
+7.03000E-03,+989.97804E-03,+947.43407E-03
+7.04000E-03,+990.04085E-03,+947.49688E-03
+7.05000E-03,+990.00944E-03,+947.65392E-03
+7.06000E-03,+990.04085E-03,+947.77955E-03
+7.07000E-03,+990.07226E-03,+947.87377E-03
+7.08000E-03,+990.00944E-03,+948.06221E-03
+7.09000E-03,+990.00944E-03,+948.18784E-03
+7.10000E-03,+990.04085E-03,+948.34487E-03
+7.11000E-03,+990.10367E-03,+948.34487E-03
+7.12000E-03,+990.07226E-03,+948.53332E-03
+7.13000E-03,+990.10367E-03,+948.65894E-03
+7.14000E-03,+990.04085E-03,+948.75317E-03
+7.15000E-03,+990.00944E-03,+948.87879E-03
+7.16000E-03,+989.97804E-03,+948.94161E-03
+7.17000E-03,+990.04085E-03,+949.19286E-03
+7.18000E-03,+990.04085E-03,+949.22427E-03
+7.19000E-03,+990.07226E-03,+949.47553E-03
+7.20000E-03,+990.00944E-03,+949.56975E-03
+7.21000E-03,+990.04085E-03,+949.72678E-03
+7.22000E-03,+990.00944E-03,+949.69538E-03
+7.23000E-03,+989.97804E-03,+949.78960E-03
+7.24000E-03,+990.07226E-03,+950.04085E-03
+7.25000E-03,+990.16648E-03,+950.07226E-03
+7.26000E-03,+990.00944E-03,+950.13508E-03
+7.27000E-03,+990.04085E-03,+950.29211E-03
+7.28000E-03,+990.04085E-03,+950.44915E-03
+7.29000E-03,+990.04085E-03,+950.57477E-03
+7.30000E-03,+990.04085E-03,+950.76322E-03
+7.31000E-03,+990.04085E-03,+950.82603E-03
+7.32000E-03,+990.00944E-03,+950.95166E-03
+7.33000E-03,+990.00944E-03,+951.07729E-03
+7.34000E-03,+990.04085E-03,+951.14010E-03
+7.35000E-03,+990.07226E-03,+951.23432E-03
+7.36000E-03,+990.13507E-03,+951.39136E-03
+7.37000E-03,+989.97804E-03,+951.54839E-03
+7.38000E-03,+989.97804E-03,+951.70543E-03
+7.39000E-03,+990.00944E-03,+951.70543E-03
+7.40000E-03,+990.00944E-03,+951.73683E-03
+7.41000E-03,+990.13507E-03,+951.95668E-03
+7.42000E-03,+990.00944E-03,+952.01950E-03
+7.43000E-03,+990.07226E-03,+952.20794E-03
+7.44000E-03,+990.07226E-03,+952.23935E-03
+7.45000E-03,+990.10367E-03,+952.49060E-03
+7.46000E-03,+990.13507E-03,+952.45920E-03
+7.47000E-03,+990.04085E-03,+952.67904E-03
+7.48000E-03,+990.07226E-03,+952.67904E-03
+7.49000E-03,+990.00944E-03,+952.74186E-03
+7.50000E-03,+990.10367E-03,+952.86749E-03
+7.51000E-03,+990.04085E-03,+953.05593E-03
+7.52000E-03,+990.07226E-03,+953.15015E-03
+7.53000E-03,+990.04085E-03,+953.24437E-03
+7.54000E-03,+990.10367E-03,+953.30719E-03
+7.55000E-03,+990.10367E-03,+953.49563E-03
+7.56000E-03,+990.13507E-03,+953.58985E-03
+7.57000E-03,+990.00944E-03,+953.62126E-03
+7.58000E-03,+990.13507E-03,+953.71548E-03
+7.59000E-03,+990.04085E-03,+953.80970E-03
+7.60000E-03,+990.10367E-03,+953.90392E-03
+7.61000E-03,+990.10367E-03,+954.02955E-03
+7.62000E-03,+990.10367E-03,+954.09236E-03
+7.63000E-03,+990.07226E-03,+954.15518E-03
+7.64000E-03,+990.04085E-03,+954.24940E-03
+7.65000E-03,+990.07226E-03,+954.34362E-03
+7.66000E-03,+990.22929E-03,+954.53206E-03
+7.67000E-03,+990.00944E-03,+954.59487E-03
+7.68000E-03,+990.10367E-03,+954.72050E-03
+7.69000E-03,+990.04085E-03,+954.75191E-03
+7.70000E-03,+990.04085E-03,+954.75191E-03
+7.71000E-03,+990.04085E-03,+954.94035E-03
+7.72000E-03,+990.07226E-03,+954.97176E-03
+7.73000E-03,+990.13507E-03,+955.09739E-03
+7.74000E-03,+990.00944E-03,+955.06598E-03
+7.75000E-03,+990.13507E-03,+955.28583E-03
+7.76000E-03,+990.10367E-03,+955.28583E-03
+7.77000E-03,+990.10367E-03,+955.38005E-03
+7.78000E-03,+990.16648E-03,+955.44286E-03
+7.79000E-03,+990.07226E-03,+955.56849E-03
+7.80000E-03,+990.10367E-03,+955.72553E-03
+7.81000E-03,+990.13507E-03,+955.78834E-03
+7.82000E-03,+990.04085E-03,+955.91397E-03
+7.83000E-03,+990.10367E-03,+955.94538E-03
+7.84000E-03,+990.07226E-03,+956.00819E-03
+7.85000E-03,+990.13507E-03,+956.10241E-03
+7.86000E-03,+990.04085E-03,+956.10241E-03
+7.87000E-03,+990.07226E-03,+956.25945E-03
+7.88000E-03,+990.07226E-03,+956.29085E-03
+7.89000E-03,+990.10367E-03,+956.41648E-03
+7.90000E-03,+990.22929E-03,+956.38507E-03
+7.91000E-03,+990.07226E-03,+956.57352E-03
+7.92000E-03,+990.13507E-03,+956.60492E-03
+7.93000E-03,+990.13507E-03,+956.73055E-03
+7.94000E-03,+990.10367E-03,+956.76196E-03
+7.95000E-03,+990.07226E-03,+956.88759E-03
+7.96000E-03,+990.04085E-03,+956.98181E-03
+7.97000E-03,+990.13507E-03,+957.01322E-03
+7.98000E-03,+990.10367E-03,+957.04462E-03
+7.99000E-03,+990.16648E-03,+957.13884E-03
+8.00000E-03,+990.13507E-03,+957.29588E-03
+8.01000E-03,+990.07226E-03,+957.26447E-03
+8.02000E-03,+990.13507E-03,+957.39010E-03
+8.03000E-03,+990.16648E-03,+957.35869E-03
+8.04000E-03,+990.16648E-03,+957.45291E-03
+8.05000E-03,+990.13507E-03,+957.51573E-03
+8.06000E-03,+990.07226E-03,+957.60995E-03
+8.07000E-03,+990.00944E-03,+957.70417E-03
+8.08000E-03,+990.04085E-03,+957.70417E-03
+8.09000E-03,+990.16648E-03,+957.86121E-03
+8.10000E-03,+990.10367E-03,+957.89261E-03
+8.11000E-03,+990.13507E-03,+958.01824E-03
+8.12000E-03,+990.16648E-03,+958.11246E-03
+8.13000E-03,+990.19789E-03,+958.14387E-03
+8.14000E-03,+990.13507E-03,+958.20668E-03
+8.15000E-03,+990.10367E-03,+958.26950E-03
+8.16000E-03,+990.04085E-03,+958.30090E-03
+8.17000E-03,+990.22929E-03,+958.39513E-03
+8.18000E-03,+990.32351E-03,+958.39513E-03
+8.19000E-03,+990.10367E-03,+958.45794E-03
+8.20000E-03,+990.16648E-03,+958.48935E-03
+8.21000E-03,+990.13507E-03,+958.67779E-03
+8.22000E-03,+990.19789E-03,+958.64638E-03
+8.23000E-03,+990.22929E-03,+958.80342E-03
+8.24000E-03,+990.16648E-03,+958.83482E-03
+8.25000E-03,+990.16648E-03,+958.96045E-03
+8.26000E-03,+990.16648E-03,+958.99186E-03
+8.27000E-03,+990.13507E-03,+959.05467E-03
+8.28000E-03,+990.07226E-03,+959.05467E-03
+8.29000E-03,+990.19789E-03,+959.24312E-03
+8.30000E-03,+990.26070E-03,+959.27452E-03
+8.31000E-03,+990.19789E-03,+959.21171E-03
+8.32000E-03,+990.07226E-03,+959.36874E-03
+8.33000E-03,+990.22929E-03,+959.43156E-03
+8.34000E-03,+990.19789E-03,+959.49437E-03
+8.35000E-03,+990.10367E-03,+959.55719E-03
+8.36000E-03,+990.10367E-03,+959.68281E-03
+8.37000E-03,+990.13507E-03,+959.65141E-03
+8.38000E-03,+990.13507E-03,+959.77703E-03
+8.39000E-03,+990.16648E-03,+959.80844E-03
+8.40000E-03,+990.19789E-03,+959.83985E-03
+8.41000E-03,+990.29211E-03,+959.99688E-03
+8.42000E-03,+990.16648E-03,+959.99688E-03
+8.43000E-03,+990.13507E-03,+960.09111E-03
+8.44000E-03,+990.16648E-03,+960.15392E-03
+8.45000E-03,+990.19789E-03,+960.31095E-03
+8.46000E-03,+990.10367E-03,+960.31095E-03
+8.47000E-03,+990.10367E-03,+960.34236E-03
+8.48000E-03,+990.13507E-03,+960.37377E-03
+8.49000E-03,+990.10367E-03,+960.46799E-03
+8.50000E-03,+990.10367E-03,+960.59362E-03
+8.51000E-03,+990.22929E-03,+960.62502E-03
+8.52000E-03,+990.22929E-03,+960.59362E-03
+8.53000E-03,+990.16648E-03,+960.78206E-03
+8.54000E-03,+990.16648E-03,+960.75065E-03
+8.55000E-03,+990.26070E-03,+960.84487E-03
+8.56000E-03,+990.19789E-03,+960.93910E-03
+8.57000E-03,+990.22929E-03,+960.97050E-03
+8.58000E-03,+990.07226E-03,+960.97050E-03
+8.59000E-03,+990.07226E-03,+961.06472E-03
+8.60000E-03,+990.13507E-03,+961.15894E-03
+8.61000E-03,+990.22929E-03,+961.19035E-03
+8.62000E-03,+990.10367E-03,+961.28457E-03
+8.63000E-03,+990.26070E-03,+961.25317E-03
+8.64000E-03,+990.13507E-03,+961.31598E-03
+8.65000E-03,+990.16648E-03,+961.37879E-03
+8.66000E-03,+990.16648E-03,+961.47301E-03
+8.67000E-03,+990.19789E-03,+961.53583E-03
+8.68000E-03,+990.19789E-03,+961.56724E-03
+8.69000E-03,+990.16648E-03,+961.59864E-03
+8.70000E-03,+990.26070E-03,+961.66146E-03
+8.71000E-03,+990.19789E-03,+961.81849E-03
+8.72000E-03,+990.13507E-03,+961.81849E-03
+8.73000E-03,+990.07226E-03,+961.88131E-03
+8.74000E-03,+990.19789E-03,+961.91271E-03
+8.75000E-03,+990.16648E-03,+961.94412E-03
+8.76000E-03,+990.19789E-03,+962.00693E-03
+8.77000E-03,+990.16648E-03,+962.13256E-03
+8.78000E-03,+990.13507E-03,+962.16397E-03
+8.79000E-03,+990.16648E-03,+962.25819E-03
+8.80000E-03,+990.16648E-03,+962.25819E-03
+8.81000E-03,+990.22929E-03,+962.38382E-03
+8.82000E-03,+990.22929E-03,+962.35241E-03
+8.83000E-03,+990.19789E-03,+962.47804E-03
+8.84000E-03,+990.07226E-03,+962.47804E-03
+8.85000E-03,+990.07226E-03,+962.54085E-03
+8.86000E-03,+990.16648E-03,+962.57226E-03
+8.87000E-03,+990.13507E-03,+962.60367E-03
+8.88000E-03,+990.10367E-03,+962.69789E-03
+8.89000E-03,+990.10367E-03,+962.76070E-03
+8.90000E-03,+990.13507E-03,+962.79211E-03
+8.91000E-03,+990.07226E-03,+962.72930E-03
+8.92000E-03,+990.13507E-03,+962.88633E-03
+8.93000E-03,+990.22929E-03,+962.91774E-03
+8.94000E-03,+990.16648E-03,+963.01196E-03
+8.95000E-03,+990.19789E-03,+963.01196E-03
+8.96000E-03,+990.26070E-03,+963.04337E-03
+8.97000E-03,+990.19789E-03,+963.20040E-03
+8.98000E-03,+990.10367E-03,+963.16899E-03
+8.99000E-03,+990.16648E-03,+963.26322E-03
+9.00000E-03,+990.19789E-03,+963.29462E-03
+9.01000E-03,+990.19789E-03,+963.26322E-03
+9.02000E-03,+990.16648E-03,+963.45166E-03
+9.03000E-03,+990.13507E-03,+963.38884E-03
+9.04000E-03,+990.19789E-03,+963.48306E-03
+9.05000E-03,+990.26070E-03,+963.57729E-03
+9.06000E-03,+990.19789E-03,+963.64010E-03
+9.07000E-03,+990.10367E-03,+963.64010E-03
+9.08000E-03,+990.19789E-03,+963.73432E-03
+9.09000E-03,+990.22929E-03,+963.73432E-03
+9.10000E-03,+990.26070E-03,+963.73432E-03
+9.11000E-03,+990.29211E-03,+963.79714E-03
+9.12000E-03,+990.19789E-03,+963.82854E-03
+9.13000E-03,+990.16648E-03,+963.85995E-03
+9.14000E-03,+990.19789E-03,+964.04839E-03
+9.15000E-03,+990.19789E-03,+963.92276E-03
+9.16000E-03,+990.19789E-03,+963.98558E-03
+9.17000E-03,+990.29211E-03,+964.14261E-03
+9.18000E-03,+990.22929E-03,+964.14261E-03
+9.19000E-03,+990.22929E-03,+964.14261E-03
+9.20000E-03,+990.13507E-03,+964.17402E-03
+9.21000E-03,+990.16648E-03,+964.29965E-03
+9.22000E-03,+990.13507E-03,+964.26824E-03
+9.23000E-03,+990.22929E-03,+964.36246E-03
+9.24000E-03,+990.26070E-03,+964.36246E-03
+9.25000E-03,+990.13507E-03,+964.36246E-03
+9.26000E-03,+990.16648E-03,+964.45668E-03
+9.27000E-03,+990.19789E-03,+964.48809E-03
+9.28000E-03,+990.16648E-03,+964.51950E-03
+9.29000E-03,+990.16648E-03,+964.55090E-03
+9.30000E-03,+990.16648E-03,+964.51950E-03
+9.31000E-03,+990.19789E-03,+964.64513E-03
+9.32000E-03,+990.19789E-03,+964.64513E-03
+9.33000E-03,+990.10367E-03,+964.73935E-03
+9.34000E-03,+990.19789E-03,+964.73935E-03
+9.35000E-03,+990.22929E-03,+964.83357E-03
+9.36000E-03,+990.13507E-03,+964.80216E-03
+9.37000E-03,+990.16648E-03,+964.83357E-03
+9.38000E-03,+990.26070E-03,+964.95920E-03
+9.39000E-03,+990.26070E-03,+965.02201E-03
+9.40000E-03,+990.22929E-03,+965.05342E-03
+9.41000E-03,+990.19789E-03,+965.05342E-03
+9.42000E-03,+990.19789E-03,+965.14764E-03
+9.43000E-03,+990.16648E-03,+965.14764E-03
+9.44000E-03,+990.26070E-03,+965.08482E-03
+9.45000E-03,+990.19789E-03,+965.14764E-03
+9.46000E-03,+990.19789E-03,+965.21045E-03
+9.47000E-03,+990.13507E-03,+965.17904E-03
+9.48000E-03,+990.29211E-03,+965.30467E-03
+9.49000E-03,+990.26070E-03,+965.33608E-03
+9.50000E-03,+990.16648E-03,+965.33608E-03
+9.51000E-03,+990.13507E-03,+965.30467E-03
+9.52000E-03,+990.13507E-03,+965.33608E-03
+9.53000E-03,+990.13507E-03,+965.49312E-03
+9.54000E-03,+990.19789E-03,+965.49312E-03
+9.55000E-03,+990.10367E-03,+965.49312E-03
+9.56000E-03,+990.13507E-03,+965.58734E-03
+9.57000E-03,+990.22929E-03,+965.58734E-03
+9.58000E-03,+990.19789E-03,+965.68156E-03
+9.59000E-03,+990.16648E-03,+965.68156E-03
+9.60000E-03,+990.16648E-03,+965.77578E-03
+9.61000E-03,+990.16648E-03,+965.74437E-03
+9.62000E-03,+990.07226E-03,+965.74437E-03
+9.63000E-03,+990.10367E-03,+965.83859E-03
+9.64000E-03,+990.13507E-03,+965.83859E-03
+9.65000E-03,+990.10367E-03,+965.96422E-03
+9.66000E-03,+990.10367E-03,+965.99563E-03
+9.67000E-03,+990.22929E-03,+965.96422E-03
+9.68000E-03,+990.22929E-03,+966.05844E-03
+9.69000E-03,+990.13507E-03,+966.02703E-03
+9.70000E-03,+990.26070E-03,+966.08985E-03
+9.71000E-03,+990.22929E-03,+966.05844E-03
+9.72000E-03,+990.19789E-03,+965.99563E-03
+9.73000E-03,+990.19789E-03,+966.05844E-03
+9.74000E-03,+990.26070E-03,+966.18407E-03
+9.75000E-03,+990.26070E-03,+966.21548E-03
+9.76000E-03,+990.26070E-03,+966.27829E-03
+9.77000E-03,+990.19789E-03,+966.30970E-03
+9.78000E-03,+990.19789E-03,+966.27829E-03
+9.79000E-03,+990.19789E-03,+966.27829E-03
+9.80000E-03,+990.29211E-03,+966.40392E-03
+9.81000E-03,+990.16648E-03,+966.37251E-03
+9.82000E-03,+990.13507E-03,+966.43533E-03
+9.83000E-03,+990.16648E-03,+966.40392E-03
+9.84000E-03,+990.16648E-03,+966.40392E-03
+9.85000E-03,+990.22929E-03,+966.52955E-03
+9.86000E-03,+990.22929E-03,+966.46673E-03
+9.87000E-03,+990.16648E-03,+966.56095E-03
+9.88000E-03,+990.19789E-03,+966.65518E-03
+9.89000E-03,+990.22929E-03,+966.65518E-03
+9.90000E-03,+990.22929E-03,+966.52955E-03
+9.91000E-03,+990.22929E-03,+966.65518E-03
+9.92000E-03,+990.19789E-03,+966.74940E-03
+9.93000E-03,+990.26070E-03,+966.81221E-03
+9.94000E-03,+990.19789E-03,+966.78080E-03
+9.95000E-03,+990.13507E-03,+966.81221E-03
+9.96000E-03,+990.16648E-03,+966.84362E-03
+9.97000E-03,+990.19789E-03,+966.87502E-03
+9.98000E-03,+990.22929E-03,+966.87502E-03
+9.99000E-03,+990.19789E-03,+966.90643E-03
